id,AuthorName,date,PERMNO,TICKER,company
540,Richard Pearson,22-Apr-14,85511,GEVA,SYNAGEVA BIOPHARMA CORP
1198,FFJ,24-Feb-17,91366,SNCR,Synchronoss Technologies Inc
21,Citron Research,8-Nov-06,89831,BRLC,SYNTAX BRILLIAN CORP
22,Citron Research,14-Nov-06,89831,BRLC,SYNTAX BRILLIAN CORP
596,The Street Sweeper,7-Aug-14,92453,SYMX,SYNTHESIS ENERGY SYSTEMS INC
1576,White Diamond,30-Jul-19,92453,SES,Synthesis Energy Systems Inc
1014,White Diamond Research,17-May-16,92453,SYNE,Synthesis Energy Systems Inc.
20,Citron Research,12-Oct-06,81665,SYX,SYSTEMAX INC
24,Citron Research,17-Jan-07,81665,SYX,SYSTEMAX INC
1522,White Diamond Research,5-Mar-19,14879,TTOO,T2 Biosystems Inc
1550,Mako Research,23-May-19,14879,TTOO,T2 Biosystems Inc
1710,OSS Research,8-Jun-20,16186,TCMD,Tactile Systems Technology Inc
1297,Richard Pearson,25-Sep-17,16186,TCMD,"Tactile Systems Technology, Inc."
1706,OSS Research,30-May-20,16186,TCMD,"Tactile Systems Technology, Inc."
1011,Citron Research,13-May-16,77516,TLRD,Tailored Brands Inc
1422,Muddy Waters Research,13-Jun-18,12339,TAL,TAL Education Group
1390,The Street Sweeper,19-Apr-18,14325,TNDM,"Tandem Diabetes Care, Inc."
308,Copperfield Research,6-Sep-12,12924,TNGO,TANGOE INC
461,The Forensic Factor,30-Oct-13,12924,TNGO,TANGOE INC
305,The Street Sweeper,28-Aug-12,12924,TNGO,Tangoe Inc.
840,SkyTides,24-Sep-15,15277,TANH,TANTECH HOLDINGS LTD
860,The GeoTeam,21-Oct-15,14611,TEDU,TARENA INTERNATIONAL INC
690,Suvretta Capital Manage,30-Jan-15,49154,TGT,TARGET CORP
747,Lakewood Capital Manage,27-Apr-15,89031,TASR,TASER INTERNATIONAL INC
1769,Kerrisdale Capital Mana,19-Nov-20,18114,TTCF,"Tattooed Chef, Inc."
429,The Street Sweeper,1-Aug-13,90488,TEAR,TEARLAB CORP
382,Richard Pearson,23-Apr-13,90488,TEAR,TearLab Corporation
328,Glaucus Research,20-Nov-12,12907,TEA,TEAVANA HOLDINGS INC
575,The Street Sweeper,19-Jun-14,92052,TTGT,TECHTARGET INC
1097,The Street Sweeper,15-Sep-16,91321,TECK,Teck Resources Limited
652,Glaucus Research,10-Nov-14,12411,TKMR,TEKMIRA PHARMACEUTICALS CORP
677,The Street Sweeper,22-Jan-15,12411,TKMR,TEKMIRA PHARMACEUTICALS CORP
1489,FFJ,5-Dec-18,15585,TDOC,Teladoc
1134,The Street Sweeper,14-Nov-16,15585,TDOC,"Teladoc Health, Inc."
1466,The Friendly Bear,1-Nov-18,15585,TDOC,"Teladoc Health, Inc."
1282,The Street Sweeper,24-Aug-17,14006,TLRA,Telaria Inc
149,The Forensic Factor,10-Jan-11,90696,TSTC,TELESTONE TECHNOLOGIES CORP
1001,Marc Cohodes,2-May-16,89971,TPX,Tempur Sealy International Inc.
387,Richard Pearson,6-May-13,13456,TSRO,TESARO INC
415,Stanphyl Capital,8-Jul-13,93436,TSLA,Tesla Inc
433,Citron Research,23-Aug-13,93436,TSLA,Tesla Inc
562,David Rocker,31-May-14,93436,TSLA,Tesla Inc
959,Citron Research,1-Mar-16,93436,TSLA,Tesla Inc
970,Devonshire Research Gro,22-Mar-16,93436,TSLA,Tesla Inc
1036,SpringOwl Asset Managem,22-Jun-16,93436,TSLA,Tesla Inc
1089,Aristides Capital,8-Sep-16,93436,TSLA,Tesla Inc
1095,Cable Car Capital,12-Sep-16,93436,TSLA,Tesla Inc
1140,Stanphyl Capital,22-Nov-16,93436,TSLA,Tesla Inc
1231,"Greenlight Capital, Inc",25-Apr-17,93436,TSLA,Tesla Inc
1452,Marc Cohodes,17-Sep-18,93436,TSLA,Tesla Inc
406,CDM Capital,12-Jun-13,93436,TSLA,TESLA MOTORS INC
425,Citron Research,30-Jul-13,93436,TSLA,TESLA MOTORS INC
537,Dialectic Capital,10-Apr-14,93436,TSLA,TESLA MOTORS INC
851,Kynikos Associates,8-Oct-15,93436,TSLA,TESLA MOTORS INC
1521,Kase Learning,4-Mar-19,93436,TSLA,Tesla Motors Inc
1647,PlainSite,7-Jan-20,93436,TSLA,Tesla Motors Inc
493,Citron Research,26-Dec-13,14005,TXTR,TEXTURA CORP
1551,The Friendly Bear,23-May-19,15072,JYNT,The Joint Corp
1070,The Friendly Bear,16-Aug-16,86989,MEET,The Meet Group Inc.
1116,Real Talk Investments,18-Oct-16,86989,MEET,The Meet Group Inc.
1560,The Friendly Bear,14-Jun-19,86989,MEET,The Meet Group Inc.
1642,White Diamond Research,11-Dec-19,86989,MEET,The Meet Group Inc.
1256,SkyTides LLC,13-Jun-17,77271,SPNC,The Spectranetics Corporation
999,Marc Cohodes,2-May-16,15411,TSGI.,The Stars Group Inc.
911,The Street Sweeper,10-Dec-15,90483,NCTY,THE9 LTD
509,The Street Sweeper,14-Feb-14,13863,TXMD,THERAPEUTICSMD INC
1142,Lakewood Capital Manage,29-Nov-16,13863,TXMD,"Therapeuticsmd, Inc."
456,Infitialis,21-Oct-13,13563,TTS,TILE SHOP HOLDINGS INC
469,Gotham City Research,14-Nov-13,13563,TTS,TILE SHOP HOLDINGS INC
1448,Citron Research,4-Sep-18,17977,TLRY,"Tilray, Inc."
1481,Aristides Capital,3-Dec-18,17977,TLRY,"Tilray, Inc."
890,The Street Sweeper,17-Nov-15,92471,TITN,TITAN MACHINERY INC
1248,The Street Sweeper,30-May-17,92471,TITN,Titan Machinery Inc
876,Richard Pearson,2-Nov-15,14937,TKAI,TOKAI PHARMACEUTICALS INC
1311,Spruce Point Capital Ma,18-Oct-17,14816,TR,Tootsie Roll Industries Inc.
1537,White Diamond,29-Apr-19,14358,TRCH,Torchlight Energy
107,Bradley Safalow,19-Apr-10,60580,TTC,TORO COMPANY
119,Bradley Safalow,19-Jul-10,60580,TTC,TORO COMPANY
1234,The Street Sweeper,5-May-17,27204,TGHI,"Touchpoint Group Holdings, Inc."
691,Jay Yoon,3-Feb-15,81013,TSEM,Tower Semiconductor Ltd.
929,Spruce Point Capital Ma,14-Jan-16,81013,TSEM,Tower Semiconductor Ltd.
1175,Citron Research,20-Jan-17,91152,TDG,Transdigm Group Incorporated
1206,Volmanac,9-Mar-17,91152,TDG,Transdigm Group Incorporated
1213,Tourbillon Capital Part,27-Mar-17,91152,TDG,Transdigm Group Incorporated
949,Bleecker Street Researc,19-Feb-16,76908,TRXC,Transenterix Inc
1114,The Street Sweeper,13-Oct-16,76908,TRXC,Transenterix Inc
1326,White Diamond,14-Nov-17,76908,TRXC,Transenterix Inc
924,Long-Short Value,5-Jan-16,79237,RIG,Transocean Ltd.
1104,Cliffside Research,28-Sep-16,89941,TZOO,Travelzoo Inc.
1235,Bronte Capital,6-May-17,86810,TREX,Trex Company Inc
226,John Hempton,7-Aug-11,91653,TSL,TRINA SOLAR LIMITED
349,Richard Pearson,7-Jan-13,91653,TSL,TRINA SOLAR LIMITED
1603,The Friendly Bear,16-Sep-19,92506,GTS,Triple-S Management Corporation
704,The Friendly Bear,2-Mar-15,14677,TRUE,TrueCar Inc
360,Richard Pearson,20-Feb-13,13585,TRLA,TRULIA INC
403,Bradley Safalow,7-Jun-13,13585,TRLA,TRULIA INC
590,Citron Research,26-Jul-14,13585,TRLA,TRULIA INC
807,The Street Sweeper,10-Aug-15,14782,TRUP,Trupanion Inc
1020,Lambda Research,31-May-16,14782,TRUP,Trupanion Inc
1163,Long-Short Value,4-Jan-17,14782,TRUP,Trupanion Inc
1444,The Capitolist,9-Aug-18,14782,TRUP,Trupanion Inc
1727,PAA Research,11-Aug-20,14782,TRUP,Trupanion Inc
689,The Street Sweeper,30-Jan-15,14834,TUBE,TUBEMOGUL INC
803,The Street Sweeper,3-Aug-15,83382,TCX,TUCOWS INC
1350,Copperfield Research,8-Jan-18,83382,TCX,Tucows Inc.
1562,Kerrisdale Capital Mana,26-Jun-19,83382,TCX,Tucows Inc.
863,The Street Sweeper,26-Oct-15,13328,HEAR,TURTLE BEACH CORP
969,GlassHouse Research,17-Mar-16,50550,TPC,Tutor Perini Corporation
1110,Muddy Waters Research,5-Oct-16,50550,TPC,Tutor Perini Corporation
1138,Iceberg Research,16-Nov-16,50550,TPC,Tutor Perini Corporation
1091,Cable Car Capital,12-Sep-16,16140,TWLO,Twilio Inc
1101,Long-Short Value,23-Sep-16,16140,TWLO,Twilio Inc
1644,The Friendly Bear,18-Dec-19,18214,TWST,Twist Bioscience Corp
503,Quoth the Raven,5-Feb-14,14295,TWTR,"Twitter, Inc."
1381,Citron Research,27-Mar-18,14295,TWTR,"Twitter, Inc."
1151,Real Talk Investments,13-Dec-16,76185,TYL,Tyler Technologies Inc.
1371,Cliffside Research,1-Mar-18,16834,TYME,"Tyme Technologies, Inc."
1502,BuyersStrike,17-Jan-19,16834,TYME,"Tyme Technologies, Inc."
991,Lakewood Capital Manage,27-Apr-16,77730,TSN,Tyson Foods Inc.
580,The Emperor Has No Clot,2-Jul-14,86233,USU,U S E C INC
1290,Citron Research,18-Sep-17,13046,UI,Ubiquiti Inc.
948,Prescience Point Capita,18-Feb-16,92322,ULTA,Ulta Beauty Inc
943,Suhail Capital,8-Feb-16,86196,ULTI,Ultimate Software Group Inc/The
954,Long-Short Value,25-Feb-16,86196,ULTI,Ultimate Software Group Inc/The
1069,Soapbox Research,16-Aug-16,86196,ULTI,Ultimate Software Group Inc/The
1152,Spruce Point Capital Ma,13-Dec-16,86196,ULTI,Ultimate Software Group Inc/The
351,Xuhua Zhou,10-Jan-13,12496,UNXL,UNI PIXEL INC
354,Richard Pearson,25-Jan-13,12496,UNXL,UNI PIXEL INC
377,Citron Research,18-Apr-13,12496,UNXL,UNI PIXEL INC
395,Alpha Exposure,19-May-13,12496,UNXL,UNI PIXEL INC
736,The Street Sweeper,10-Apr-15,12496,UNXL,UNI PIXEL INC
483,Kerrisdale Capital Mana,4-Dec-13,93270,UNIS,UNILIFE CORP NEW
484,Richard Pearson,9-Dec-13,93270,UNIS,UNILIFE CORP NEW
541,The Pump Stopper,22-Apr-14,93270,UNIS,UNILIFE CORP NEW
771,Whitney Tilson,20-May-15,93270,UNIS,UNILIFE CORP NEW
398,Aristides Capital,30-May-13,12496,UNXL,Uni-Pixel Inc
376,Bronte Capital,15-Apr-13,12496,UNXLQ,Uni-Pixel Inc.
381,Infitialis,23-Apr-13,12496,UNXLQ,Uni-Pixel Inc.
907,Citron Research,10-Dec-15,14709,UDFI,United Development Funding IV
908,Hayman Capital Manageme,10-Dec-15,14709,UDFI,United Development Funding IV
909,Investors for Truth,10-Dec-15,14709,UDF,UNITED DEVELOPMENT FUNDING IV
303,Ben Axler,23-Aug-12,78960,UAMY,UNITED STATES ANTIMONY CORP
313,Prescience Investment G,19-Sep-12,78960,UAMY,UNITED STATES ANTIMONY CORP
287,David Einhorn,16-May-12,76644,X,UNITED STATES STEEL CORP NEW
1184,The Friendly Bear,9-Feb-17,16555,UVV,Universal Corporation
1243,The Street Sweeper,15-May-17,77610,OLED,Universal Display
241,The Street Sweeper,3-Oct-11,77610,PANL,UNIVERSAL DISPLAY CORP
443,Manuel P. Asensio,6-Sep-13,77610,OLED,UNIVERSAL DISPLAY CORP
912,The Street Sweeper,15-Dec-15,77610,OLED,UNIVERSAL DISPLAY CORP
593,RH Analytics,29-Jul-14,78211,UVE,UNIVERSAL INSURANCE HOLDINGS IN
889,Lakewood Capital Manage,17-Nov-15,78211,UVE,UNIVERSAL INSURANCE HOLDINGS IN
891,Whitney Tilson (Kase Ca,19-Nov-15,78211,UVE,"Universal Insurance Holdings, In"
126,John Hempton,15-Sep-10,92932,UTA,UNIVERSAL TRAVEL GROUP
166,Glaucus Research,8-Mar-11,92932,UTA,UNIVERSAL TRAVEL GROUP
1619,GeoInvesting (FG Alpha,16-Oct-19,18467,TIGR,UP Fintech Holding Limited
143,Citron Research,3-Dec-10,92294,UEC,URANIUM ENERGY CORP
788,The Street Sweeper,18-Jun-15,92294,UEC,URANIUM ENERGY CORP
654,The Street Sweeper,13-Nov-14,75672,URRE,URANIUM RESOURCES INC
973,The Street Sweeper,30-Mar-16,12588,USCR,US Concrete Inc
1414,Spruce Point Capital Ma,17-May-18,12588,USCR,US Concrete Inc
286,Microcap Stars,11-May-12,84010,USNA,USANA HEALTH SCIENCES INC
333,Citron Research,29-Nov-12,84010,USNA,USANA HEALTH SCIENCES INC
1232,Unemon1,27-Apr-17,84010,USNA,USANA Health Sciences Inc
1532,J Capital Research Limi,16-Apr-19,17905,UXIN,Uxin Limited
243,Kynikos Associates,11-Oct-11,89330,VALE,VALE S A
1108,Cohodes,4-Oct-16,80307,VRX,Valeant Pharmaceuticals Internat
515,Kynikos Associates,6-Mar-14,80307,VRX,VALEANT PHARMACEUTICALS INTL IN
550,John Hempton,14-May-14,80307,VRX,VALEANT PHARMACEUTICALS INTL IN
844,Citron Research,28-Sep-15,80307,VRX,VALEANT PHARMACEUTICALS INTL IN
44,Citron Research,10-Apr-08,77582,VLNC,VALENCE TECHNOLOGY INC
1514,Marcus Aurelius Value,11-Feb-19,91186,VNDA,Vanda Pharmaceuticals Inc.
1222,GlassHouse Research,11-Apr-17,27043,VAR,Varian Medical Systems Inc.
1707,Culper Research,2-Jun-20,16043,VBIV,VBI Vaccines Inc
770,White Diamond Research,19-May-15,15020,VBLT,VBL Therapeutics
480,Suhail Capital,2-Dec-13,14231,VEEV,Veeva Systems Inc.
1082,Suhail Capital,31-Aug-16,14231,VEEV,Veeva Systems Inc.
1488,Citron Research,4-Dec-18,14231,VEEV,Veeva Systems Inc.
1552,Spruce Point Capital Ma,23-May-19,89397,VRNT,Verint Systems Inc.
8,Citron Research,23-May-06,84098,VTRU,VERTRUE INC
1127,Lakewood Capital Manage,28-Oct-16,84348,VSAT,ViaSat Inc.
1257,Kerrisdale Capital Mana,13-Jun-17,84348,VSAT,ViaSat Inc.
1270,Mako Research,20-Jul-17,15978,VRAY,ViewRay Inc
1583,Mako Research,13-Aug-19,15978,VRAY,ViewRay Inc
563,Bleecker Street Researc,3-Jun-14,88285,VGGL,VIGGLE INC
1419,Edward Vranic,1-Jun-18,15303,VKTX,Viking Therapeutics Inc
1533,Citron Research,16-Apr-19,18416,VFF,Village Farms International Inc.
632,Bleecker Street Researc,7-Oct-14,90981,VIMC,VIMICRO INTERNATIONAL CORP
643,The Street Sweeper,23-Oct-14,90981,VIMC,Vimicro International Corp
665,TrinityResearch,5-Dec-14,90981,VIMC,VIMICRO INTERNATIONAL CORP
397,Greenwich Research Grou,24-May-13,13315,VIPS,VIPSHOP HOLDINGS LTD
762,Mithra Forensic Researc,12-May-15,13315,VIPS,VIPSHOP HOLDINGS LTD
766,Dialectic Capital,14-May-15,13315,VIPS,VIPSHOP HOLDINGS LTD
622,Alpha Exposure,17-Sep-14,87084,VHC,VIRNETX HOLDING CORP
737,Mangrove Partners,14-Apr-15,87084,VHC,VIRNETX HOLDING CORP
946,The Street Sweeper,10-Feb-16,87084,VHC,VirnetX Holding Corp
81,Citron Research,21-Jul-09,90913,VPRT,VISTAPRINT LTD
795,Phase Five Research,14-Jul-15,14615,VTL,VITAL THERAPIES INC
809,Martin Shkreli,12-Aug-15,14615,VTL,VITAL THERAPIES INC
1421,White Diamond Research,12-Jun-18,16112,VIVE,Viveve Medical Inc
1609,Marcus Aurelius Value,27-Sep-19,14982,VSLR,Vivint Solar Inc
298,Citron Research,19-Jul-12,80485,VVUS,VIVUS INC
975,SkyTides LLC,5-Apr-16,13316,VCRA,Vocera Communications Inc.
1577,The Street Sweeper,31-Jul-19,15215,VNRX,VolitionRX Ltd
896,The Street Sweeper,24-Nov-15,93433,VLTC,Voltari Corporation
808,The Street Sweeper,11-Aug-15,91237,VG,VONAGE HOLDINGS CORP
472,Citron Research,20-Nov-13,14232,VJET,VOXELJET AG
474,The Forensic Factor,21-Nov-13,14232,VX8A.,voxeljet AG
1018,The Street Sweeper,25-May-16,15186,VUZI,Vuzix Corporation
1239,GeoInvesting (FG Alpha,9-May-17,15186,VUZI,Vuzix Corporation
1376,Richard Pearson,16-Mar-18,15186,VUZI,Vuzix Corporation
1253,The Street Sweeper,8-Jun-17,14094,VYNT,"Vyant Bio, Inc."
882,Eminence Capital,6-Nov-15,81677,WAB,WABTEC CORP
1525,The Friendly Bear,19-Mar-19,16173,WTRH,Waitr Holdings Inc
583,CDM Capital,8-Jul-14,82540,WLT,WALTER ENERGY INC
85,Bradley Safalow,15-Sep-09,53225,WPO,WASHINGTON POST CO
1344,Art Doyle,18-Dec-17,15857,WVE,Wave Life Sciences Ltd
1348,Art Doyle,28-Dec-17,15857,WVE,WaVe Life Sciences Ltd
812,The Friendly Bear,17-Aug-15,14983,W,Wayfair Inc
827,Citron Research,31-Aug-15,14983,W,Wayfair Inc
833,Xuhua Zhou,9-Sep-15,14983,W,WAYFAIR INC
884,Whitney Tilson (Kase Ca,9-Nov-15,14983,W,Wayfair Inc
921,Long-Short Value,5-Jan-16,14983,W,Wayfair Inc
1680,Spruce Point Capital Ma,2-Apr-20,81294,WDFC,WD-40 Company
463,Copperfield Research,30-Oct-13,90984,WWWW,WEB COM GROUP INC
1190,The Street Sweeper,15-Feb-17,13412,WCST,Wecast Network Inc
1460,Unemon,10-Oct-18,14616,WB,Weibo Corp
1449,Spruce Point Capital Ma,5-Sep-18,42059,WMK,Weis Markets Inc.
388,Kynikos Associates,8-May-13,66384,WDC,WESTERN DIGITAL CORP
866,Anonymous Analytics,27-Oct-15,91461,WU,WESTERN UNION CO
1061,Lakewood Capital Manage,10-Aug-16,75466,WBC.A,Westpac Banking Corporation
1156,Meridian Investment Man,14-Dec-16,92188,WBC,Westpac Banking Corporation
400,Xuhua Zhou,5-Jun-13,92776,WPRT,WESTPORT INNOVATIONS INC
1598,Soapbox Research,10-Sep-19,25419,WHR,Whirlpool Corporation
1628,EFT Research,31-Oct-19,89901,WLL,Whiting Petroleum Corporation
1711,Hindenburg Research,9-Jun-20,89901,WLL,Whiting Petroleum Corporation
152,Citron Research,24-Jan-11,92643,WHX,WHITING U S A TRUST I
385,Galbraith Global Invest,30-Apr-13,92643,WHX,WHITING U S A TRUST I
511,3D Analytics,18-Feb-14,92643,WHX,WHITING U S A TRUST I
529,Russian Hill Capital,27-Mar-14,92643,WHX,WHITING U S A TRUST I
976,GeoInvesting (FG Alpha,6-Apr-16,15440,WING,Wingstop Inc
1066,Diamond Technology Mana,12-Aug-16,15440,WING,Wingstop Inc
1143,Whitney Tilson (Kase Ca,29-Nov-16,15440,WING,Wingstop Inc
1714,Hindenburg Research,17-Jun-20,15017,WINS,Wins Finance Holdings Inc
1226,Spruce Point Capital Ma,19-Apr-17,14326,WIX,Wix.com Ltd.
1666,Black Stork Research,24-Feb-20,42286,WWW,Wolverine World Wide Inc.
127,OLP Global,30-Sep-10,92231,WATG,WONDER AUTO TECHNOLOGY INC
128,Kerrisdale Capital Mana,4-Oct-10,92231,WATG,WONDER AUTO TECHNOLOGY INC
570,Suhail Capital,17-Jun-14,13628,WDAY,WORKDAY INC
987,Mako Research,26-Apr-16,15914,WKHS,Workhorse Group Inc
1720,Hindenburg Research,10-Jul-20,15914,WKHS,Workhorse Group Inc
1753,Fuzzy Panda,8-Oct-20,15914,WKHS,Workhorse Group Inc
71,Citron Research,7-May-09,77114,WRLD,WORLD ACCEPTANCE CORP
72,Citron Research,13-May-09,77114,WRLD,WORLD ACCEPTANCE CORP
77,Citron Research,28-May-09,77114,WRLD,WORLD ACCEPTANCE CORP
392,Citron Research,14-May-13,77114,WRLD,WORLD ACCEPTANCE CORP
396,Whitney Tilson,19-May-13,77114,WRLD,WORLD ACCEPTANCE CORP
626,Cable Car Capital,26-Sep-14,77114,WRLD,WORLD ACCEPTANCE CORP
521,Amvona,17-Mar-14,87356,WWE,WORLD WRESTLING ENTMT INC
641,Mangrove Partners,21-Oct-14,87356,WWE,WORLD WRESTLING ENTMT INC
1493,Kynikos Associates (Jim,13-Dec-18,89533,WYNN,"Wynn Resorts, Limited"
209,Shareholder Watchdog,27-Jun-11,90295,XBKS,"Xenith Bankshares, Inc (post-mer"
1500,Bonitas Research,15-Jan-19,17113,HX,Xiaobai Maimai Inc.
28,Citron Research,21-May-07,91912,XFML,XINHUA FINANCE MEDIA LTD
133,Chimin Sang,25-Oct-10,92517,XIN,XINYUAN REAL ESTATE CO LTD
804,Long-Short Value,4-Aug-15,87496,XOXO,XO Group Inc.
1674,The Winkler Group,6-Mar-20,19148,XP,XP Inc.
1494,Spruce Point Capital Ma,13-Dec-18,90175,XPO,XPO Logistics Inc.
428,Xuhua Zhou,1-Aug-13,13701,YY,Y Y INC
1490,Hindenburg Research,6-Dec-18,16688,YRIV,Yangtze River Port & Logistics L
1372,J Capital Research,12-Mar-18,16688,YRIV,Yangtze River Port and Logistics
379,Quoth the Raven,19-Apr-13,13318,YELP,Yelp Inc.
1472,Red Owl Research,26-Nov-18,18145,YETI,YETI Holdings Inc
1656,Batman Research,3-Feb-20,16650,YEXT,Yext Inc
1181,Richard Pearson,30-Jan-17,15896,YRD,Yiren Digital Ltd
159,Ian Bezek,6-Feb-11,93048,YONG,YONGYE INTERNATIONAL INC
195,Absaroka Capital Manage,18-May-11,93048,YONG,YONGYE INTERNATIONAL INC
255,Prescience Investment G,2-Dec-11,93048,YONG,YONGYE INTERNATIONAL INC
147,Chimin Sang,7-Jan-11,12478,YOKU,YOUKU COM INC
174,Chimin Sang,1-Apr-11,12478,YOKU,YOUKU COM INC
687,Light Street Capital Ma,30-Jan-15,12478,YOKU,YOUKU TUDOU INC
150,Alfred Little,11-Jan-11,12478,YOKU,Youku Tudou Inc.
205,The GeoTeam,13-Jun-11,93090,YUII,YUHE INTERNATIONAL INC
796,Xuhua Zhou,17-Jul-15,85348,YUM,YUM BRANDS INC
136,Ben Axler,3-Nov-10,93049,ZSTN,Z S T DIGITAL NETWORKS INC
164,Wegener,3-Mar-11,93049,ZSTN,Z S T DIGITAL NETWORKS INC
935,Kerrisdale Capital,25-Jan-16,14711,ZFGN,Zafgen Inc
1078,The Street Sweeper,23-Aug-16,93149,ZAGG,Zagg
215,Citron Research,7-Jul-11,93149,ZAGG,ZAGG INC
902,The Street Sweeper,1-Dec-15,93149,ZAGG,ZAGG INC
204,Martin Shkreli,6-Jun-11,90968,ZLCS,ZALICUS INC
229,The GeoTeam,17-Aug-11,92462,HOGS,ZHONGPIN INC
230,Alfred Little,18-Aug-11,92462,HOGS,ZHONGPIN INC
680,Long-Short Value,26-Jan-15,12927,Z,Zillow Group Inc.
314,Citron Research,25-Sep-12,12927,Z,ZILLOW INC
535,Bradley Safalow,8-Apr-14,12927,Z,ZILLOW INC
1269,The Street Sweeper,19-Jul-17,91729,ZNOG,Zion Oil & Gas Inc
321,Richard Pearson,19-Oct-12,91488,ZIOP,ZIOPHARM ONCOLOGY INC
675,The Street Sweeper,16-Jan-15,91488,ZIOP,ZIOPHARM ONCOLOGY INC
875,Lakewood Capital Manage,30-Oct-15,91488,ZIOP,ZIOPHARM ONCOLOGY INC
1620,Alpha Exposure,16-Oct-19,91488,ZIOP,ZIOPHARM Oncology Inc
183,Chimin Sang,21-Apr-11,93049,ZSTN,"ZST Digital Networks, Inc."
612,Bradley Safalow,28-Aug-14,14327,ZU,ZULILY INC
1622,Night Market Research,22-Oct-19,18418,ZYXI,Zynex Inc
